	Unnamed: 0	gene	population_change	strgroup	id_x	homo_30C	homo_37C	transcript1_x	Name	halflife_x	halflife_y	cluster30_cluster37	fast_slow_37	Gene name	30TE	37TE	37/30 TE	TEgroup	id_y	Norm_reactivity_x	Norm_reactivity_y	gini_x	gini_y	GC_3UTR_seq	length	transcript1_y
91	91	RPP1A	3.0	structure_nochange	orf19.2992::RPP1A	0.8440997892221467	0.7808112872181798	orf19.2992	orf19.2992::RPP1A		20.0	Other:Decay	faster	RPP1A	0.552292907	0.399723145	0.723752089	Down	orf19.2992::RPP1A	0.3411116435074269	0.3979635840919981	0.4516239217821888	0.3957280486365224	27.906976744186046	172	orf19.2992
92	92	orf19.2478.1	3.0	structure_nochange	orf19.2478.1::orf19.2478.1	0.6750239468846968	0.7111211393408574	orf19.2478.1	orf19.2478.1::orf19.2478.1		40.0	Other:Decay	faster						orf19.2478.1::orf19.2478.1	0.4137557898099345	0.4453402012458074	0.4985459234879932	0.454522389269975	23.88059701492537	134	orf19.2478.1
93	93	YST1	2.8999999999999986	structure_nochange	orf19.6975::YST1		0.7562148608371275	orf19.6975	orf19.6975::YST1		20.0	Other:Decay	faster	YST1	2.169531163	1.292734524	0.595858933	Down	orf19.6975::YST1					25.78616352201258	159	orf19.6975
94	94	RPP2A	2.8999999999999915	structure_nochange	orf19.6403.1::RPP2A	0.738938728221403	0.776913674445566	orf19.6403.1	orf19.6403.1::RPP2A		20.0	Other:Decay	faster	RPP2A	0.982055023	0.618087747	0.629381992	Down	orf19.6403.1::RPP2A	0.4358648778150455	0.4327064366714582	0.467295499305555	0.4399779678526029	28.571428571428573	175	orf19.6403.1
95	95	EFT2	2.8999999999999915	structure_nochange	orf19.5788::EFT2	0.7586905276131743	0.7417770029722132	orf19.5788	orf19.5788::EFT2		20.0	Other:Decay	faster	EFT2	0.785884233	0.112103598	0.142646453	Down	orf19.5788::EFT2	0.3032103497843795	0.2905765852100303	0.5174456315139743	0.5096140994985067	24.731182795698924	93	orf19.5788
96	96	PGM2	2.8000000000000007	structure_nochange	orf19.2841::PGM2		0.8756883774851086	orf19.2841	orf19.2841::PGM2		>120	Other:Up	slower	PGM2	0.646387833	0.726512691	1.123957869	Up	orf19.2841::PGM2					28.205128205128204	117	orf19.2841
97	97	RPS1	2.799999999999997	structure_nochange	orf19.3002::RPS1	0.7694908548260514	0.7449126632835165	orf19.3002	orf19.3002::RPS1		20.0	Other:Decay	faster	RPS1	0.937246419	0.842492681	0.898902	Down	orf19.3002::RPS1	0.3884882606612362	0.3600622903689506	0.4662518090610583	0.4625708885495331	22.435897435897434	156	orf19.3002
98	98	EGD2	2.799999999999997	structure_nochange	orf19.5858::EGD2	0.4884970816153916	0.6005295529942277	orf19.5858	orf19.5858::EGD2	20.0	40.0	Decay:Decay	slower	EGD2	2.984008718	1.306529477	0.43784372	Down	orf19.5858::EGD2	0.3442700846510142	0.4169142309535218	0.5492954634987898	0.5773231597431735	23.33333333333333	60	orf19.5858
99	99	RPS9B	2.799999999999997	structure_nochange	orf19.838.1::RPS9B	0.6175166346727684	0.6592433773803786	orf19.838.1	orf19.838.1::RPS9B		20.0	Other:Decay	faster	RPS9B	1.010056846	0.788937624	0.781082398	Down	orf19.838.1::RPS9B	0.2779428206356812	0.2968934674972049	0.5454741860526222	0.5411274320975982	20.87912087912088	91	orf19.838.1
100	100	PST3	2.700000000000003	structure_nochange	orf19.5285::PST3	0.6103490074596593	0.7999869121479937	orf19.5285	orf19.5285::PST3	>120		Up:Other	faster	PST3	1.320372217	1.599698644	1.211551276	Up	orf19.5285::PST3	0.2779428206356812	0.2716259383485066	0.5063152611320804	0.4657860294443074	21.428571428571427	84	orf19.5285
101	101	PFK2	2.7	structure_nochange	orf19.6540::PFK2	0.5458345703641615	0.543630701434085	orf19.6540						PFK2	0.788057877	0.789445649	1.001761003	Up	orf19.6540::PFK2	0.4769246126816803	0.4958752595432039	0.4917221337122381	0.4691665822166818	25.58139534883721	43	orf19.6540
102	102	SSB1	2.6000000000000014	structure_nochange					orf19.6367::SSB1		20.0	Other:Decay	faster	SSB1	1.867250248	1.190929036	0.637798301	Down	orf19.6367::SSB1					29.32330827067669	133	orf19.6367
103	103	RPL35	2.6	structure_nochange	orf19.5964.2::RPL35	0.6115599229670114	0.6104997500637706	orf19.5964.2	orf19.5964.2::RPL35		20.0	Other:Decay	faster						orf19.5964.2::RPL35	0.5369349944098387	0.6316882287174573	0.4125561034587913	0.3902812675381605	18.39080459770115	87	orf19.5964.2
104	104	FDH3	2.5	structure_nochange	orf19.7600::FDH3	0.8830969854695974	0.8163236989935408	orf19.7600	orf19.7600::FDH3		>120	Other:Up	slower	FDH3	1.466781853	1.289554108	0.879172391	Down	orf19.7600::FDH3	0.4042804663791726	0.4484986423893946	0.4225468846457442	0.4251353214639862	26.08695652173913	92	orf19.7600
105	105	RPS4A	2.3999999999999986	structure_nochange	orf19.5341::RPS4A	0.6053151160555335	0.6960778848694058	orf19.5341	orf19.5341::RPS4A		20.0	Other:Decay	faster	RPS4A	1.479650297	0.921904678	0.623055786	Down	orf19.5341::RPS4A	0.3663791726561252	0.3032103497843795	0.542369507333055	0.5330355787025365	20.0	75	orf19.5341
106	106	HTA1	2.3999999999999986	structure_nochange	orf19.6924::HTA1	0.6865448848121722	0.7819490947446546	orf19.6924	orf19.6924::HTA1		20.0	Other:Decay	faster	HTA1	1.393485502	1.194266748	0.857035646	Down	orf19.6924::HTA1	0.3095272320715541	0.3253194377894904	0.4937660443476612	0.5100481616171082	25.42372881355932	118	orf19.6924
107	107	RPP2B	2.3000000000000007	structure_nochange	orf19.5928::RPP2B	0.5586348892894066	0.6318564927522984	orf19.5928	orf19.5928::RPP2B		20.0	Other:Decay	faster	RPP2B	0.260377547	0.308221793	1.183749508	Up	orf19.5928::RPP2B	0.3158441143587286	0.3190025555023159	0.5118536401250523	0.4436851415975032	23.300970873786408	103	orf19.5928
108	108	ERG251	2.200000000000003	structure_nochange										ERG251	0.601502223	1.317512847	2.190370705	Up	orf19.4631::ERG251					18.181818181818183	99	orf19.4631
109	109	HXK2	2.200000000000003	structure_nochange	orf19.542::HXK2	0.6978979543374149	0.7070212279360172	orf19.542						HXK2	1.417473247	1.410219155	0.994882379	Down	orf19.542::HXK2	0.3221609966459032	0.3284778789330778	0.5163190050408971	0.4661447992156228	21.1864406779661	118	orf19.542
110	110	RPS17B	2.199999999999996	structure_nochange	orf19.2329.1::RPS17B	0.769973688411512	0.8264997798026668	orf19.2329.1	orf19.2329.1::RPS17B		20.0	Other:Decay	faster						orf19.2329.1::RPS17B	0.353745408081776	0.3600622903689506	0.5034922938125631	0.4640881838003617	22.22222222222222	180	orf19.2329.1
111	111	RPP1B	2.199999999999996	structure_nochange	orf19.7188::RPP1B	0.6345648620376871	0.6343680915284788	orf19.7188	orf19.7188::RPP1B		20.0	Other:Decay	faster	RPP1B	1.890805829	0.888101906	0.469694927	Down	orf19.7188::RPP1B	0.3853298195176489	0.3726960549432997	0.4518846160422273	0.4202234194349907	25.33333333333333	150	orf19.7188
112	112	UBC4	2.0999999999999943	structure_nochange										UBC4	0.459219939	1.124561704	2.448852079	Up	orf19.7571::UBC4					21.69811320754717	212	orf19.7571
113	113	UCF1	2.0999999999999943	structure_nochange	orf19.1354::UCF1	0.905012395008179	0.8844204715609303	orf19.1354						UCF1	0.522605749	0.579234166	1.108357814	Up	orf19.1354::UCF1	0.3284778789330778	0.3347947612202523	0.4624891916991899	0.4685242182642188	26.785714285714285	168	orf19.1354
114	114	ADH1	2.0999999999999943	structure_nochange	orf19.3997::ADH1	0.6471103025292759	0.644867537486692	orf19.3997						ADH1	1.387823657	1.371128801	0.987970477	Down	orf19.3997::ADH1	0.6253713464302827	0.6443219932918064	0.3591882791584985	0.3369251616926241	25.86206896551724	58	orf19.3997
115	115	RPS26A	2.0999999999999943	structure_nochange	orf19.1470::RPS26A	0.6410315996829798	0.6661230539843168	orf19.1470	orf19.1470::RPS26A		20.0	Other:Decay	faster	RPS26A	1.4315466	0.79527123	0.555532897	Down	orf19.1470::RPS26A	0.22109088005111	0.22109088005111	0.5894086962697963	0.60123869844737	20.73170731707317	82	orf19.1470
116	116	orf19.5201.1	2.0999999999999943	structure_nochange	orf19.5201.1::orf19.5201.1	0.7044824721170452	0.7170772921889464	orf19.5201.1	orf19.5201.1::orf19.5201.1		40.0	Other:Decay	faster						orf19.5201.1::orf19.5201.1	0.3221609966459032	0.3379532023638396	0.4777788884499505	0.4583260984470486	29.75609756097561	205	orf19.5201.1
117	117	COX13	2.0	structure_nochange	orf19.1467::COX13		0.6681807655002021	orf19.1467	orf19.1467::COX13		40.0	Other:Decay	faster	COX13	1.095335725	1.633895271	1.491684452	Up	orf19.1467::COX13					22.535211267605632	142	orf19.1467
118	118	ACT1	2.0	structure_nochange	orf19.5007::ACT1	0.7794861854862236	0.8092984827412807	orf19.5007	orf19.5007::ACT1	>120		Up:Other	faster	ACT1	2.61077847	0.91018	0.348623987	Down	orf19.5007::ACT1	0.353745408081776	0.3726960549432997	0.5140452064219228	0.4603379920388578	18.61471861471861	231	orf19.5007
119	119	TTR1	1.9000000000000057	structure_nochange										TTR1	1.381870468	1.37881573	0.997789418	Down	orf19.6059::TTR1					22.857142857142858	70	orf19.6059
120	120	orf19.5114.1	1.9000000000000057	structure_nochange	orf19.5114.1::orf19.5114.1	0.830285363364553	0.7183907094614139	orf19.5114.1	orf19.5114.1::orf19.5114.1		>120	Other:Up	slower						orf19.5114.1::orf19.5114.1	0.4800830538252675	0.4927168183996167	0.3719501147348396	0.3586303639964821	29.032258064516128	186	orf19.5114.1
121	121	orf19.3690.2	1.900000000000002	structure_nochange	orf19.3690.2::orf19.3690.2	0.7983066701384618	0.782641969725367	orf19.3690.2	orf19.3690.2::orf19.3690.2		20.0	Other:Decay	faster						orf19.3690.2::orf19.3690.2	0.3032103497843795	0.3221609966459032	0.5212242604165841	0.4490886877985781	16.230366492146597	191	orf19.3690.2
122	122	LSC1	1.900000000000002	structure_nochange	orf19.3358::LSC1		0.8151548571495952	orf19.3358	orf19.3358::LSC1	>120		Up:Other	faster	LSC1	1.542986603	1.096393606	0.710565862	Down	orf19.3358::LSC1					24.701195219123505	251	orf19.3358
123	123	NDE1	1.900000000000002	structure_nochange										NDE1	0.921956669	0.805938979	0.87416145	Down	orf19.339::NDE1					26.16822429906542	107	orf19.339
124	124	RPS12	1.9000000000000004	structure_nochange	orf19.6785::RPS12	0.714102611459044	0.8190384943166992	orf19.6785						RPS12	0.333356572	0.365638373	1.096838651	Up	orf19.6785::RPS12	0.3726960549432997	0.2779428206356812	0.5092395176152366	0.4751962099146677	17.821782178217823	101	orf19.6785
125	125	RPL28	1.8999999999999984	structure_nochange	orf19.2864.1::RPL28	0.5702431315225127	0.5835823961424363	orf19.2864.1	orf19.2864.1::RPL28		20.0	Other:Decay	faster	RPL28	1.09356014	0.895934123	0.819281986	Down	orf19.2864.1::RPL28	0.2968934674972049	0.2400415269126337	0.5520912261835054	0.5188241241612628	22.61904761904762	84	orf19.2864.1
126	126	PDA1	1.8999999999999984	structure_nochange										PDA1	1.724055006	1.180112478	0.684498159	Down	orf19.3097::PDA1					29.508196721311474	61	orf19.3097
127	127	SMT3	1.8000000000000045	structure_nochange	orf19.670::SMT3		0.455274318775662	orf19.670	orf19.670::SMT3		120.0	Other:Decay	faster	SMT3	0.740079486	0.614442381	0.830238363	Down	orf19.670::SMT3					33.333333333333336	54	orf19.670
128	128	orf19.6220.4	1.7999999999999972	structure_nochange	orf19.6220.4::orf19.6220.4	0.638909110932849	0.6527461942223879	orf19.6220.4	orf19.6220.4::orf19.6220.4		20.0	Other:Decay	faster						orf19.6220.4::orf19.6220.4	0.353745408081776	0.3095272320715541	0.5682307680029447	0.513914641592261	17.91044776119403	67	orf19.6220.4
129	129	RPS30	1.7999999999999972	structure_nochange	orf19.4375.1::RPS30	0.7650365058885702	0.7891684264832042	orf19.4375.1	orf19.4375.1::RPS30		20.0	Other:Decay	faster	RPS30	0.902621271	0.994069464	1.101314024	Up	orf19.4375.1::RPS30	0.3158441143587286	0.2905765852100303	0.5070614468817	0.5040374715789627	20.54054054054054	185	orf19.4375.1
130	130	RPS15	1.7999999999999972	structure_nochange	orf19.5927::RPS15	0.7237031387765736	0.7539078613763017	orf19.5927	orf19.5927::RPS15		20.0	Other:Decay	faster	RPS15	0.849067229	0.716084249	0.843377561	Down	orf19.5927::RPS15	0.3505869669381888	0.3600622903689506	0.5244986083813749	0.4801524947709231	26.74418604651163	172	orf19.5927
131	131	RPL38	1.6999999999999955	structure_nochange	orf19.2111.2::RPL38	0.5955177906136571	0.6899735881495329	orf19.2111.2	orf19.2111.2::RPL38		20.0	Other:Decay	faster	RPL38	0.761971624	1.083059765	1.421391205	Up	orf19.2111.2::RPL38	0.3253194377894904	0.3253194377894904	0.5089745515625619	0.4543285913848297	30.232558139534884	86	orf19.2111.2
132	132	IDH1	1.6999999999999955	structure_nochange					orf19.4826::IDH1		20.0	Other:Decay	faster	IDH1	0.477534977	0.881920038	1.84681768	Up	orf19.4826::IDH1					28.71287128712872	101	orf19.4826
133	133	CPR3	1.5999999999999996	structure_nochange										CPR3	1.844359689	2.166474095	1.174648366	Up	orf19.1552::CPR3					25.901639344262296	305	orf19.1552
134	134	PFY1	1.599999999999998	structure_nochange	orf19.5076::PFY1		0.7486355904085261	orf19.5076						PFY1	0.677882555	0.785134615	1.158216287	Up	orf19.5076::PFY1					29.032258064516128	124	orf19.5076
135	135	orf19.5597.1	1.599999999999998	structure_nochange	orf19.5597.1::orf19.5597.1	0.682569669806298		orf19.5597.1	orf19.5597.1::orf19.5597.1		40.0	Other:Decay	faster						orf19.5597.1::orf19.5597.1					28.187919463087248	149	orf19.5597.1
136	136	NTF2	1.5999999999999943	structure_nochange	orf19.4879.2::NTF2		0.8323312186057994	orf19.4879.2						NTF2	0.770406793	1.109428871	1.44005593	Up	orf19.4879.2::NTF2					25.77319587628866	97	orf19.4879.2
137	137	orf19.1082.1	1.5	structure_nochange					orf19.1082.1::orf19.1082.1		40.0	Other:Decay	faster						orf19.1082.1::orf19.1082.1					24.41176470588235	340	orf19.1082.1
138	138	TEF2	1.5	structure_nochange	orf19.382::TEF2	0.5299135032192062	0.6031817617988736	orf19.382	orf19.382::TEF2		20.0	Other:Decay	faster	TEF2	0.807584017	0.807634463	1.000062464	Up	orf19.382::TEF2	0.4895583772560293	0.473766171538093	0.4979386580441693	0.4408052941917665	16.483516483516482	91	orf19.382
139	139	MBF1	1.5	structure_nochange	orf19.3294::MBF1		0.8623037593773146	orf19.3294						MBF1	0.828078288	0.564884479	0.682163132	Down	orf19.3294::MBF1					32.450331125827816	151	orf19.3294
140	140	GND1	1.5	structure_nochange	orf19.5024::GND1	0.5858094389538309	0.5712200000338337	orf19.5024	orf19.5024::GND1	>120		Up:Other	faster	GND1	1.448834623	1.139544482	0.786524882	Down	orf19.5024::GND1	0.3158441143587286	0.3032103497843795	0.4903769689967907	0.4798361227218226	14.606741573033707	89	orf19.5024
141	141	RPS13	1.5	structure_nochange	orf19.4193.1::RPS13	0.7572701246558278	0.752199492847259	orf19.4193.1	orf19.4193.1::RPS13		20.0	Other:Decay	faster	RPS13	0.832952496	0.584126741	0.701272574	Down	orf19.4193.1::RPS13	0.3316363200766651	0.3442700846510142	0.6136638959694272	0.5965886503137583	19.166666666666668	120	orf19.4193.1
142	142	orf19.804.1	1.5	structure_nochange	orf19.804.1::orf19.804.1	0.5997252754132737	0.6244848745347655	orf19.804.1	orf19.804.1::orf19.804.1	20.0	>120	Decay:Up	slower						orf19.804.1::orf19.804.1	0.2653090560613321	0.2779428206356812	0.447278995261463	0.4349000835786707	29.6	125	orf19.804.1
143	143	TRX1	1.5	structure_nochange	orf19.7611::TRX1	0.6263965200109777	0.682270704428229	orf19.7611						TRX1	0.278119689	0.489360973	1.759533726	Up	orf19.7611::TRX1	0.3474285257946015	0.3790129372304743	0.4609159234750976	0.4405161406362581	24.64788732394366	142	orf19.7611
144	144	RPL32	1.400000000000002	structure_nochange	orf19.3415.1::RPL32	0.7935053973113299	0.8421420888356166	orf19.3415.1	orf19.3415.1::RPL32		20.0	Other:Decay	faster						orf19.3415.1::RPL32	0.3158441143587286	0.3158441143587286	0.5168150374097276	0.4972757600818542	17.88617886178862	123	orf19.3415.1
145	145	orf19.6882.1	1.400000000000002	structure_nochange	orf19.6882.1::orf19.6882.1	0.7008129797812235	0.7372111651306412	orf19.6882.1	orf19.6882.1::orf19.6882.1		20.0	Other:Decay	faster						orf19.6882.1::orf19.6882.1	0.464290848107331	0.4390233189586328	0.3773206210709792	0.363033543777247	22.929936305732483	157	orf19.6882.1
146	146	IFE2	1.3999999999999917	structure_nochange	orf19.5288::IFE2	0.7280612964446354	0.7063270008215288	orf19.5288						IFE2	0.431700518	0.787517234	1.824221194	Up	orf19.5288::IFE2	0.4137557898099345	0.4390233189586329	0.5524658762789288	0.5354201452176559	28.387096774193548	310	orf19.5288
147	147	ATP5	1.3000000000000045	structure_nochange					orf19.5419::ATP5		40.0	Other:Decay	faster	ATP5	1.193939248	1.041970348	0.872716388	Down	orf19.5419::ATP5					25.60975609756097	164	orf19.5419
148	148	CAM1	1.2999999999999972	structure_nochange										CAM1	0.259848622	1.116570016	4.297001876	Up	orf19.7382::CAM1					25.714285714285715	70	orf19.7382
149	149	EGD1	1.2999999999999972	structure_nochange	orf19.1154::EGD1	0.7747822933346186	0.7946040886535275	orf19.1154						EGD1	0.888589596	0.924521049	1.0404365	Up	orf19.1154::EGD1	0.4169142309535218	0.3726960549432997	0.4384483682252319	0.3968488157377903	29.62962962962963	189	orf19.1154
150	150	ACB1	1.2000000000000028	structure_nochange	orf19.7043.1::ACB1	0.53324917573238	0.5520362301685979	orf19.7043.1						ACB1	0.276182159	0.28213352	1.021548682	Up	orf19.7043.1::ACB1	0.3158441143587286	0.353745408081776	0.4220037042389767	0.4344939376040286	24.0	100	orf19.7043.1
151	151	ATP17	1.1999999999999993	structure_nochange										ATP17	1.845874269	1.018788666	0.551927444	Down	orf19.7509.1::ATP17					19.642857142857142	56	orf19.7509.1
152	152	RPS22A	1.1999999999999993	structure_nochange	orf19.6265::RPS22A	0.6054553297325233	0.6167649677888801	orf19.6265	orf19.6265::RPS22A		20.0	Other:Decay	faster	RPS22A	0.813457306	1.10694349	1.360788676	Up	orf19.6265::RPS22A	0.4042804663791726	0.4042804663791726	0.4582080956464025	0.4547095749030143	22.36842105263158	76	orf19.6265
153	153	RPS28B	1.1000000000000014	structure_nochange	orf19.7048.1::RPS28B	0.842278808539696	0.8395657217234738	orf19.7048.1	orf19.7048.1::RPS28B		20.0	Other:Decay	faster						orf19.7048.1::RPS28B	0.2968934674972049	0.3442700846510142	0.4610165226120946	0.4563019465353536	22.666666666666668	225	orf19.7048.1
154	154	ATP2	1.1000000000000014	structure_nochange	orf19.5653::ATP2	0.6686986291907794	0.6141617794347585	orf19.5653	orf19.5653::ATP2	40.0	20.0	Decay:Decay	faster	ATP2	0.22489695	0.488845548	2.173642413	Up	orf19.5653::ATP2	0.287418144066443	0.265309056061332	0.5352754282964526	0.5725563665111859	17.894736842105264	95	orf19.5653
155	155	RPL10A	1.0999999999999996	structure_nochange	orf19.3465::RPL10A	0.5598404883669983	0.6337942849951514	orf19.3465	orf19.3465::RPL10A		20.0	Other:Decay	faster	RPL10A	0.679032126	0.716416336	1.055055142	Up	orf19.3465::RPL10A	0.2653090560613321	0.3095272320715541	0.5266383849515843	0.5005889909392459	14.166666666666666	120	orf19.3465
156	156	RPL30	1.0999999999999996	structure_nochange	orf19.3788.1::RPL30	0.8045714483390343	0.888115855720724	orf19.3788.1	orf19.3788.1::RPL30		20.0	Other:Decay	faster						orf19.3788.1::RPL30	0.3347947612202523	0.3221609966459032	0.4903272861816987	0.5036342115528487	20.65217391304348	92	orf19.3788.1
157	157	RPL11	1.0999999999999943	structure_nochange	orf19.2232::RPL11	0.7408792426668153	0.4973015801779729	orf19.2232	orf19.2232::RPL11		20.0	Other:Decay	faster	RPL11	1.820280421	1.442661267	0.792548912	Down	orf19.2232::RPL11	0.4390233189586328	0.5021921418303785	0.4399138771859804	0.424185983615946	11.764705882352942	68	orf19.2232
158	158	IPP1	1.0	structure_nochange	orf19.3590::IPP1	0.6237298166740914	0.6839151528029893	orf19.3590						IPP1	1.238591044	0.943176431	0.761491402	Down	orf19.3590::IPP1	0.2716259383485067	0.2811012617792685	0.4779258160388751	0.4302891768799513	28.26086956521739	92	orf19.3590
159	159	RPS5	1.0	structure_nochange	orf19.4336::RPS5	0.8059907273456697	0.8517040515348842	orf19.4336	orf19.4336::RPS5		20.0	Other:Decay	faster	RPS5	1.101398817	1.054006986	0.956971235	Down	orf19.4336::RPS5	0.3663791726561252	0.4105973486663472	0.4539080378019324	0.4613580166789335	24.13793103448276	174	orf19.4336
160	160	RPL3	1.0	structure_nochange	orf19.1601::RPL3	0.6590963976546194	0.5625837416170184	orf19.1601	orf19.1601::RPL3		20.0	Other:Decay	faster	RPL3	1.718413883	1.144070341	0.665771123	Down	orf19.1601::RPL3	0.3095272320715541	0.3221609966459032	0.5429545860407985	0.4896982253054636	20.253164556962027	79	orf19.1601
161	161	RBP1	1.0	structure_nochange										RBP1	0.747215878	1.375954994	1.841442392	Up	orf19.6452::RBP1					22.61904761904762	84	orf19.6452
162	162	orf19.2529.1	0.9000000000000057	structure_nochange	orf19.2529.1::orf19.2529.1		0.8176610520525562	orf19.2529.1											orf19.2529.1::orf19.2529.1					21.1340206185567	194	orf19.2529.1
163	163	COX6	0.8999999999999986	structure_nochange					orf19.873.1::COX6		40.0	Other:Decay	faster	COX6	1.002179493	0.566874028	0.565641217	Down	orf19.873.1::COX6					27.27272727272728	154	orf19.873.1
164	164	orf19.1409.1	0.8999999999999986	structure_nochange	orf19.1409.1::orf19.1409.1	0.7179905635213945	0.7402611900945578	orf19.1409.1	orf19.1409.1::orf19.1409.1		20.0	Other:Decay	faster						orf19.1409.1::orf19.1409.1	0.3190025555023159	0.3726960549432997	0.4714752227831115	0.4426934340561791	21.025641025641026	195	orf19.1409.1
165	165	RPS24	0.8999999999999915	structure_nochange	orf19.5466::RPS24	0.5678916119574793	0.5526470031747132	orf19.5466	orf19.5466::RPS24		20.0	Other:Decay	faster	RPS24	1.795961175	1.040849851	0.579550307	Down	orf19.5466::RPS24	0.2779428206356812	0.2747843794920939	0.5931874050900151	0.5956249047000153	25.58139534883721	43	orf19.5466
166	166	EFB1	0.8999999999999915	structure_nochange	orf19.3838::EFB1		0.5437664807828703	orf19.3838						EFB1	1.591795079	0.887278427	0.557407445	Down	orf19.3838::EFB1					23.4375	64	orf19.3838
167	167	UBI3	0.8999999999999915	structure_nochange	orf19.3087::UBI3	0.5741323419449368	0.6712247434400087	orf19.3087	orf19.3087::UBI3		40.0	Other:Decay	faster	UBI3	0.605185526	0.555183605	0.917377534	Down	orf19.3087::UBI3	0.2653090560613321	0.3221609966459032	0.5412730781684884	0.482653469146089	24.24242424242424	66	orf19.3087
168	168	RPL12	0.8000000000000007	structure_nochange	orf19.1635::RPL12	0.630856632697326	0.6461174158003201	orf19.1635	orf19.1635::RPL12		20.0	Other:Decay	faster	RPL12	0.808465627	0.664223952	0.821585891	Down	orf19.1635::RPL12	0.3695376137997125	0.3853298195176489	0.4183744320184074	0.4396523273609647	22.80701754385965	114	orf19.1635
169	169	STF2	0.8000000000000007	structure_nochange	orf19.2107.1::STF2	0.6282636026376184	0.6312241848863962	orf19.2107.1						STF2	0.788840263	1.21963501	1.546111511	Up	orf19.2107.1::STF2	0.2526752914869829	0.2463584091998083	0.5740227258943419	0.5715477018806754	31.14754098360656	61	orf19.2107.1
170	170	RPL43A	0.7999999999999989	structure_nochange	orf19.3942.1::RPL43A	0.8025649036879086	0.84496726372685	orf19.3942.1	orf19.3942.1::RPL43A		20.0	Other:Decay	faster	RPL43A	1.087656387	0.835543174	0.768205091	Down	orf19.3942.1::RPL43A	0.3347947612202523	0.3411116435074269	0.4987717229631146	0.4648629119849644	19.27710843373494	166	orf19.3942.1
171	171	ERG1	0.7999999999999972	structure_nochange	orf19.406::ERG1	0.64421572964303	0.720737292774823	orf19.406	orf19.406::ERG1	60.0	40.0	Decay:Decay	faster	ERG1	1.215804837	0.891685946	0.733412073	Down	orf19.406::ERG1	0.2621506149177447	0.2147739977639355	0.5601907450389849	0.57444098718051	23.91304347826087	92	orf19.406
172	172	AHP1	0.7000000000000028	structure_nochange					orf19.2762::AHP1	>120	>120	Up:Up		AHP1	1.256105934	1.489235603	1.18559714	Up	orf19.2762::AHP1					22.857142857142858	140	orf19.2762
173	173	HTA2	0.7000000000000028	structure_nochange	orf19.1051::HTA2	0.6393877415828111	0.7341846239441487	orf19.1051	orf19.1051::HTA2		20.0	Other:Decay	faster	HTA2	1.139882766	0.963166254	0.844969573	Down	orf19.1051::HTA2	0.2937350263536176	0.2621506149177448	0.4920950281538259	0.502819127044149	23.85321100917432	109	orf19.1051
174	174	RPS18	0.7000000000000028	structure_nochange	orf19.7018::RPS18	0.6607979519025825	0.620017557901287	orf19.7018	orf19.7018::RPS18		20.0	Other:Decay	faster	RPS18	0.520211305	1.198739777	2.304332421	Up	orf19.7018::RPS18	0.2716259383485066	0.3284778789330778	0.4656798875219748	0.4229627050637029	21.25984251968504	127	orf19.7018
175	175	ATP3	0.7000000000000028	structure_nochange	orf19.3223::ATP3	0.6500706527739211	0.5855808652975103	orf19.3223	orf19.3223::ATP3	40.0	20.0	Decay:Decay	faster	ATP3	0.59925483	0.425784036	0.710522493	Down	orf19.3223::ATP3	0.397963584091998	0.4137557898099345	0.4238541238374031	0.4303287759956671	21.97802197802197	91	orf19.3223
176	176	QCR9	0.6999999999999993	structure_nochange										QCR9	0.955721138	0.652917946	0.683167841	Down	orf19.2707.1::QCR9					25.52083333333333	192	orf19.2707.1
177	177	RPL17B	0.6999999999999957	structure_nochange	orf19.4490::RPL17B	0.7843990266589858	0.7927851808452553	orf19.4490	orf19.4490::RPL17B	40.0	20.0	Decay:Decay	faster	RPL17B	1.12753635	0.803094223	0.712255727	Down	orf19.4490::RPL17B	0.3600622903689506	0.4137557898099345	0.4679114192523106	0.4573055901515275	22.857142857142858	210	orf19.4490
178	178	UBI4	0.5999999999999943	structure_nochange	orf19.6771::UBI4		0.5461542815631084	orf19.6771						UBI4	1.912264996	1.438685209	0.752346151	Down	orf19.6771::UBI4					30.26315789473684	76	orf19.6771
179	179	OFR1	0.5	structure_nochange					orf19.5078::OFR1	>120		Up:Other	faster	OFR1	0.905921965	1.295158345	1.429657736	Up	orf19.5078::OFR1					35.96938775510204	392	orf19.5078
180	180	PGA56	0.5	structure_nochange	orf19.1105.2::PGA56	0.8108198728904704	0.8100363981945192	orf19.1105.2	orf19.1105.2::PGA56		20.0	Other:Decay	faster	PGA56	1.473851247	1.918113745	1.301429672	Up	orf19.1105.2::PGA56	0.3505869669381888	0.3884882606612362	0.535060416244661	0.4781014567984382	20.363636363636363	275	orf19.1105.2
181	181	COX7	0.5	structure_nochange	orf19.227::COX7	0.7785993100247843	0.7624586393933419	orf19.227	orf19.227::COX7		20.0	Other:Decay	faster	COX7	0.916091553	1.466783315	1.601131798	Up	orf19.227::COX7	0.5243012298354895	0.5243012298354897	0.4192092627573459	0.3777849944866697	20.61403508771929	228	orf19.227
182	182	PDC11	0.5	structure_nochange	orf19.2877::PDC11	0.7611994670161668	0.7872292793270205	orf19.2877						PDC11	1.954055451	2.008776629	1.028003902	Up	orf19.2877::PDC11	0.4105973486663472	0.4484986423893946	0.4248670738108134	0.3910340168516011	25.15337423312884	163	orf19.2877
